motorcycle,terrain,traffic sign,bicycle,road,traffic light,openness ratio,pole,greenery coverage,fence,building,truck,rider,sidewalk,wall,car,person,bus,enclosure ratio,cycling suitability index,signage density index,junction_location,accident_severity,day_of_week,first_road_class,road_type,speed_limit,junction_detail,junction_control,second_road_class,pedestrian_crossing_physical_facilities,light_conditions,weather_conditions,road_surface_conditions,special_conditions_at_site,carriageway_hazards,trunk_road_flag,closest_road_length,accidents,all accident counts,accident_rate
2088,1972,4482,2751,596099,78,398132,5713,106519,17612,379578,5539,5941,80648,181,25684,5383,0,0.296690063,1.782893108,0.002783203,9,3,6,3,6,30,3,4,5,1,1,1,1,0,0,2,62,8,9,0.888888889
1301,2636,2627,262,486430,1506,277859,10143,281101,19167,379593,339,255,164503,1332,5079,4267,0,0.403255615,1.71481824,0.002522583,1,3,2,3,6,20,9,2,6,4,4,8,2,0,0,2,20,1,1,1
774,0,829,274,683087,1232,464549,6585,20284,0,379618,1160,0,24613,0,35524,18434,1437,0.244080811,1.864242475,0.001257935,2,3,5,3,6,30,1,2,3,5,1,1,1,0,0,2,23,2,9,0.222222222
0,948,1502,49,574315,22,529543,4252,38105,15251,379619,0,0,64924,1988,23225,4657,0,0.254958496,1.683896222,0.000930176,1,3,6,6,6,20,6,4,6,0,1,1,1,0,0,2,93,1,1,1
5134,5701,9337,987,622773,84,443004,8549,53461,11385,379631,489,0,52895,413,35949,8608,0,0.264338379,1.779801966,0.005750122,1,3,4,3,6,30,8,4,6,0,1,1,1,0,0,2,97,5,5,1
38,60700,2109,2527,604145,399,356967,8835,156449,8708,379631,93,4002,28833,2672,15754,5596,942,0.327197266,1.667350664,0.001530762,4,3,1,3,1,30,1,4,3,1,4,1,1,0,0,2,24,6,10,0.6
0,125,1088,358,486016,271,393302,14057,107788,19089,379662,199,474,95675,28972,52141,9183,50000,0.297515869,1.532128578,0.000829468,1,3,7,4,6,30,3,4,6,0,1,1,1,0,0,2,94,1,2,0.5
448,0,600,1339,625767,4922,451490,20575,52418,4910,379676,462,1223,47661,0,35124,7917,3868,0.263729248,1.773691253,0.003370361,1,3,2,6,9,40,99,9,3,9,1,1,9,9,9,2,262,1,2,0.5
15,3,903,3546,621904,71,326098,6975,234586,18975,379715,9,0,41081,0,1298,3221,0,0.374939575,1.746006874,0.000594482,0,3,4,3,3,30,0,-1,-1,5,1,1,2,0,0,2,92,2,3,0.666666667
0,20415,3627,492,649848,0,161475,5937,324773,31949,379730,1662,0,14901,7364,26535,9692,0,0.429994507,1.750583309,0.002213745,0,2,5,3,6,30,0,-1,-1,0,1,1,1,0,0,2,120,2,8,0.25
127,134,445,0,438418,211,240737,5553,381514,4647,379731,0,0,89202,862,93063,3756,0,0.464627075,1.389457274,0.000400391,1,3,6,5,6,30,3,4,6,0,1,1,1,0,0,2,29,1,1,1
1855,1,623,2048,613580,78,434775,4983,43030,16279,379773,18471,1341,72088,124,23864,14988,10498,0.258058472,1.805468003,0.000427856,1,3,1,3,6,20,9,4,6,0,1,1,1,0,0,2,95,4,10,0.4
3549,784,16674,0,271733,0,39,25104,868442,3440,379804,37,0,8840,5073,19865,35016,0,0.761868896,0.73873103,0.010177002,1,3,6,6,6,30,3,4,3,0,4,1,1,0,0,2,21,1,2,0.5
0,232,2553,400,575249,903,364702,5464,142755,11392,379825,111,171,133254,3273,11952,6164,0,0.31895752,1.865340617,0.002109375,2,3,7,3,6,30,3,4,6,0,1,1,1,0,0,2,40,2,2,1
1201,20,5595,160,627182,254,398993,9206,143123,2731,379831,5606,20,47936,1968,8123,6407,44,0.319185791,1.777416799,0.003569946,1,3,4,3,6,30,8,4,6,0,4,1,2,0,0,2,206,2,3,0.666666667
23,7,837,3529,575141,2224,377804,14181,112270,20780,379934,2017,18,55355,0,38918,55362,0,0.30041748,1.659488227,0.001868286,8,3,7,3,3,30,7,2,3,4,4,1,1,0,0,2,39,6,11,0.545454545
0,0,3909,6,630506,2590,483312,11542,18988,0,379948,252,0,64505,0,25444,8017,9381,0.243491211,1.829226631,0.003966675,9,3,4,3,9,20,3,4,6,9,1,9,9,9,9,2,80,2,12,0.166666667
26,982,8101,0,448989,584,399178,26160,143382,25822,379995,17972,77,152550,0,21274,11635,1673,0.31944397,1.583018198,0.005300903,8,3,3,4,6,30,8,4,6,5,1,1,1,0,0,2,75,1,5,0.2
0,0,3586,1,592370,25,429593,5972,112095,1804,379998,412,0,57675,0,48987,5882,0,0.300349731,1.71065374,0.002203979,1,3,4,4,3,20,7,2,6,4,1,1,1,0,0,2,82,1,1,1
386,0,643,5404,570009,449,481270,3823,59563,1102,380001,912,0,90961,16681,14763,12433,0,0.268288574,1.739390159,0.000666504,8,2,2,3,6,20,3,4,6,0,4,1,2,0,0,2,13,1,3,0.333333333
168,0,672,1995,487801,0,454892,2172,108117,4265,380013,0,182,37409,844,147998,11872,0,0.297930908,1.382084297,0.000410156,8,3,5,5,6,30,3,4,6,0,1,1,2,0,0,2,114,1,1,1
0,0,305,46,473107,1167,336274,10109,278627,33481,380030,62999,2584,20242,5381,31048,3000,0,0.402012329,1.298184354,0.000898438,1,3,6,3,6,30,3,2,5,5,1,1,1,0,0,2,26,14,17,0.823529412
0,23,3386,750,452807,7507,410759,18555,220967,21688,380060,31,4,91611,352,19218,10682,0,0.366837769,1.432452771,0.00664856,8,3,7,5,2,20,6,2,5,4,1,8,2,0,0,2,73,2,2,1
11,1201,7427,257,505090,35,290222,3152,231269,18574,380159,232,0,50566,1431,144510,4264,0,0.373186035,1.46164105,0.004554443,0,3,4,3,3,30,0,-1,0,5,1,1,1,9,9,2,59,2,7,0.285714286
60,0,14137,3027,628392,1104,320651,14640,160809,3277,380176,0,672,67753,475,30907,12178,142,0.33019104,1.831112432,0.009302368,8,3,4,3,6,20,6,2,3,5,1,4,1,0,0,2,25,2,8,0.25
0,15749,2408,530,651894,0,87238,5915,423309,2946,380265,104,0,52551,1599,9765,2318,1809,0.490462646,1.852510749,0.001469727,9,3,1,3,3,20,3,4,3,5,1,1,1,0,0,2,47,2,9,0.222222222
175,0,2331,3779,562513,3,275451,6808,194319,1335,380269,66828,144,106882,1378,26977,9208,0,0.350700684,1.760319668,0.001424561,9,3,4,3,6,30,5,4,6,9,1,1,1,0,0,2,9,2,11,0.181818182
3139,8609,1585,458,591057,439,377677,8592,143570,5753,380277,0,479,87065,17281,7070,5190,159,0.319730835,1.783231697,0.001235352,1,3,5,3,3,20,3,4,6,0,1,1,1,0,0,2,42,3,6,0.5
134,702,1653,5492,530417,237,268551,5768,303941,3820,380314,0,3,100867,3688,26154,6606,53,0.417636108,1.659902081,0.001153564,9,3,7,3,9,30,6,2,3,9,1,9,9,9,9,2,129,5,17,0.294117647
0,0,77,0,385727,0,5367,975,596385,30559,380365,0,0,59681,0,178033,1231,0,0.596160889,1.171001538,4.69971E-05,0,2,4,6,6,30,0,-1,-1,0,4,1,1,0,0,2,68,1,1,1
0,0,2237,636,595149,27,337172,6993,170127,12186,380376,107,0,108819,0,13563,11008,0,0.336000366,1.850716134,0.001381836,1,3,2,6,9,20,6,4,6,9,4,9,1,0,0,2,72,3,6,0.5
1748,0,1299,1133,639606,0,249524,3100,290434,19878,380392,20,0,23153,17,24422,3674,0,0.409439697,1.742305306,0.000792847,9,3,3,3,6,30,99,9,6,1,1,1,2,0,0,2,56,4,5,0.8
34635,136,9697,2180,458554,0,173590,19957,618,0,380472,79182,195,11469,0,420747,6351,40617,0.232598877,1.235368174,0.005918579,0,3,3,3,6,20,0,-1,-1,9,1,9,9,9,9,2,97,3,3,1
0,1,1057,17,558938,251,212180,3744,344899,41481,380480,0,3,76483,8266,434,9421,745,0.442736206,1.670050988,0.00079834,1,3,7,3,2,20,3,2,5,4,1,1,1,0,0,2,90,1,4,0.25
267,2150,2194,1632,550598,1926,400226,10647,60095,18978,380512,1905,1327,71927,3298,13750,8859,108109,0.268925171,1.636019363,0.002514648,8,3,3,3,6,30,7,2,5,5,1,1,1,0,0,2,71,1,2,0.5
13,115,691,732,457719,93,446047,3043,124420,33300,380521,676,0,171792,150,5609,13467,12,0.308191528,1.654339708,0.000478516,0,3,2,3,6,20,0,-1,-1,0,4,2,2,0,0,2,86,1,6,0.166666667
1681,57,783,2995,525545,96,359099,3603,216406,40003,380574,0,0,87596,5696,12761,1505,0,0.364367676,1.611095345,0.000536499,9,3,1,5,6,20,3,4,6,0,1,1,1,0,0,2,100,3,3,1
284,967,2629,140,659861,397,162398,7410,362037,5608,380600,933,0,40236,2953,3962,7985,0,0.453269653,1.839456122,0.001846924,1,2,3,3,6,20,6,2,4,5,1,1,1,0,0,2,98,3,5,0.6
0,1402,514,476,517330,0,419630,4191,210075,14716,380630,0,0,38417,3113,45126,2780,0,0.36053772,1.46007146,0.000313721,2,3,4,6,6,20,3,4,6,0,1,1,1,0,0,2,87,1,1,1
116,150,3704,4618,587960,1031,342767,7742,161335,3799,380646,216,0,119813,0,17295,7208,0,0.33079895,1.859399547,0.002890015,8,3,6,3,6,30,3,4,6,4,4,1,1,0,0,2,48,2,7,0.285714286
0,1668,19896,297,640237,1,345014,11770,149039,4431,380655,11135,0,14657,327,49770,9503,0,0.323299561,1.720439768,0.012144165,1,3,4,6,6,30,9,4,3,0,1,1,1,0,0,2,45,2,3,0.666666667
0,0,389,11976,640330,173,427981,5794,40156,3078,380681,4610,68,53195,29936,36051,3982,0,0.256858521,1.82180093,0.000343018,1,3,7,3,6,20,9,2,6,4,4,1,1,0,0,2,180,13,36,0.361111111
0,5231,5084,191,574008,149,437619,5843,121637,12491,380695,46563,0,5875,7195,27159,8134,526,0.306599121,1.523222002,0.00319397,9,3,7,4,1,30,1,4,3,9,1,1,1,0,0,2,277,3,9,0.333333333
0,5675,2174,0,443281,143,422909,10512,71818,43568,380765,0,0,157179,98745,74,319,1238,0.276234741,1.576983179,0.001414185,0,3,7,6,3,20,0,-1,0,0,1,8,1,0,2,2,76,2,2,1
465,459,391,377,452248,491,343969,5243,233044,921,380787,15564,0,61881,12542,18167,11550,100301,0.37465271,1.35017477,0.00053833,2,2,1,3,6,20,3,4,6,5,1,1,1,0,0,2,77,3,8,0.375
572,265,1247,3423,495563,103,138561,9360,458862,97,380860,339,2331,132122,155,7470,7070,0,0.512525635,1.648072783,0.000823975,8,3,5,3,6,20,3,4,5,1,4,1,1,0,0,2,79,1,3,0.333333333
0,1117,10542,1894,460054,0,154745,19416,552585,0,380864,0,0,41445,108,6955,8675,0,0.569732056,1.316740359,0.006434326,1,3,3,6,6,30,6,4,6,0,4,1,1,3,0,2,98,1,1,1
62,510,206,178,472786,24,261189,1955,315734,25064,380894,108,0,35267,3082,136016,5325,0,0.425187988,1.333843537,0.000140381,9,3,6,4,6,20,99,2,6,5,1,1,1,0,0,2,41,1,2,0.5
657,83,4678,4436,574580,83,456807,9936,44813,0,380920,55,0,108639,3439,45379,3895,0,0.259846802,1.793602331,0.002905884,0,3,5,3,6,30,0,-1,0,0,1,1,1,0,0,2,74,2,7,0.285714286
122,438,467,84,281251,0,366085,5155,200465,4604,380927,0,0,43681,52417,288735,13969,0,0.354853516,0.853003331,0.000285034,9,3,6,3,6,30,99,9,6,8,1,1,1,0,0,2,19,1,1,1
12,9916,947,5917,507603,0,349351,3148,225978,16272,380936,0,1309,59615,697,62896,13803,0,0.370430908,1.489011277,0.000578003,3,2,1,3,6,30,1,2,6,1,4,1,1,0,0,2,46,1,6,0.166666667
228,0,2428,701,531111,69,367510,6305,174469,4800,380984,1996,1,36774,44,123317,7663,0,0.339021606,1.490574407,0.001524048,1,3,5,3,6,20,6,2,3,5,1,1,1,0,0,2,43,1,3,0.333333333
0,0,1349,400,610675,1489,442701,8376,69079,14049,380994,143,0,69928,1190,31710,6317,0,0.274702759,1.786387712,0.001732178,9,3,4,4,6,20,6,2,3,5,1,1,1,0,0,2,76,5,8,0.625
1416,9,4026,632,624944,260,463221,5966,48764,24263,381014,82,159,53880,0,17666,12098,0,0.262315674,1.781624822,0.002615967,1,3,7,3,6,30,3,4,6,9,1,1,1,0,0,2,48,1,2,0.5
0,29671,4745,4694,405857,3443,427250,12340,309851,29646,381020,462,1055,12384,70,10343,5569,0,0.421674194,1.097687785,0.004997559,6,3,2,3,3,30,6,2,4,5,1,1,1,0,0,2,67,2,3,0.666666667
425,0,257,649,629256,78,519379,4285,23726,309,381086,0,97,60537,1464,9615,4166,3071,0.247077637,1.810071742,0.000204468,1,3,2,3,6,30,3,4,6,0,1,1,1,0,0,2,43,1,1,1
44,425,3059,5783,474447,1579,463806,15922,180218,531,381095,3,5,66105,153,26449,13917,4859,0.342598267,1.41841798,0.002830811,2,3,6,3,7,30,6,2,3,4,1,1,1,0,0,2,23,4,10,0.4
0,371,1043,0,505469,111,92131,3436,494292,12565,381151,311,21,133086,1731,7470,5212,0,0.534328003,1.675333398,0.000704346,9,3,6,3,6,20,99,9,6,0,1,1,1,9,0,2,110,1,2,0.5
20,3285,1602,1723,543040,1439,261331,14296,255132,259,381162,1403,14,105284,413,62527,5470,0,0.388363037,1.700914572,0.001856079,8,2,6,3,6,20,6,2,4,5,1,1,1,0,0,2,32,6,7,0.857142857
0,712,148,0,351969,3,457368,15413,171885,172805,381216,820,0,57492,16372,8042,4155,0,0.33758606,1.074091853,9.21631E-05,0,3,4,6,6,30,0,-1,-1,0,1,1,1,0,0,2,117,2,2,1
6000,755,233,3835,460294,890,366028,4538,101949,31636,381225,53928,5916,98794,7069,95691,19619,0,0.294906006,1.466556496,0.000685425,1,3,7,3,6,30,6,2,3,5,1,1,1,0,0,2,54,1,3,0.333333333
5184,0,2958,64,572504,19,144485,2282,360889,6504,381265,33930,57,43792,698,78663,5106,0,0.452974854,1.6164505,0.001817017,1,3,6,6,2,20,6,4,4,0,1,2,2,0,0,2,132,4,9,0.444444444
42573,0,558,1035,561444,78,400399,4450,121150,46,381272,2039,3835,23059,369,10349,64218,21526,0.306654053,1.533034159,0.000388184,0,2,4,3,6,30,0,-1,0,5,1,1,1,0,0,2,66,6,20,0.3
1092,2994,1703,12,591705,410,295311,3454,225672,30869,381281,0,0,27146,10889,60794,5068,0,0.370454712,1.623083762,0.001289673,9,3,5,4,1,30,2,4,5,1,7,1,1,0,0,2,48,1,2,0.5
1771,1040,3663,137,580552,2402,250162,7330,255182,4805,381323,5697,1712,75087,4240,38131,15935,9231,0.388491821,1.719379634,0.003701782,1,3,6,4,6,30,6,2,3,0,1,1,1,0,0,2,33,2,6,0.333333333
33,3616,4875,2515,431964,0,535170,7295,50129,4206,381338,0,329,130285,24256,53199,9190,0,0.263346558,1.474411152,0.002975464,9,3,4,6,6,20,2,9,6,0,4,2,2,3,0,2,159,1,2,0.5
0,74,6550,41,495890,310,550937,11309,33900,10804,381375,5664,0,67045,9840,17443,12740,27146,0.253463745,1.476066863,0.004187012,1,3,5,3,6,30,3,4,6,0,1,1,1,0,0,2,68,1,1,1
199,7000,115,263,540499,0,576683,1766,39688,26062,381377,0,0,42793,2024,10230,9701,0,0.256997681,1.529436752,7.01904E-05,9,3,5,6,6,20,99,9,6,9,1,1,1,0,0,2,125,1,2,0.5
0,2287,685,114,598315,43,252985,3794,282741,23954,381429,9,1,77310,4402,8507,1824,0,0.405377197,1.771299508,0.000444336,1,3,4,4,6,20,9,4,5,8,1,1,1,0,0,2,52,1,1,1
0,5213,505,229,597320,330,473379,5835,48606,14581,381441,292,0,71110,865,36958,1736,0,0.262479858,1.752381102,0.000509644,1,3,1,3,6,30,9,2,6,0,4,8,1,0,0,2,60,2,11,0.181818182
311,37893,1115,2351,612535,178,256007,4094,288467,17742,381703,455,274,6017,319,12897,16042,0,0.409039307,1.620505995,0.000789185,0,3,6,3,6,30,0,-1,0,9,1,8,2,0,0,2,55,1,1,1
419,667,1512,961,537670,179,271851,7801,283372,5723,381726,502,161,113012,1487,15990,15367,0,0.405943604,1.704578677,0.001032104,5,3,7,3,6,30,3,4,6,1,7,5,2,0,0,2,27,1,2,0.5
187,0,2127,1,356771,27,470284,8103,147523,17742,381729,0,0,119105,3416,121715,9670,0,0.323029785,1.246633083,0.001314697,1,3,3,5,3,20,3,4,6,0,4,1,2,0,0,2,55,1,1,1
0,2778,1091,237,610671,17,317886,4153,207610,45850,381743,0,17,45300,9,17333,3705,0,0.359712524,1.718357639,0.00067627,1,2,6,5,6,30,3,4,6,0,1,1,1,0,1,2,32,1,1,1
0,0,1728,368,593311,29,338039,7235,167326,13055,381767,182,0,110852,0,13744,10764,0,0.335139771,1.844483677,0.001072388,9,3,4,3,6,30,6,4,6,9,1,2,2,0,0,2,72,3,6,0.5
28316,0,1526,0,538834,440,532878,5069,45704,28951,381819,0,306,32099,18811,23255,392,0,0.260939331,1.49529751,0.001199951,0,3,2,5,6,20,0,-1,0,8,4,2,2,0,0,2,48,1,1,1
960,0,678,4963,444857,0,323851,4252,249400,21506,381835,0,476,81280,1,118692,5649,0,0.385275269,1.377917163,0.000413818,9,3,3,3,6,30,3,2,6,5,4,1,1,0,0,2,172,8,20,0.4
39,132,3024,874,488788,1077,463130,9282,88095,870,381849,0,143,169499,44,19564,11990,0,0.286831055,1.723945853,0.002503052,8,3,3,3,6,20,3,2,3,5,4,8,1,0,0,2,131,2,4,0.5
1008,132,1966,98,516912,216,329920,8402,299281,8084,381854,940,16,51684,289,33550,4048,0,0.415731812,1.489040314,0.001331787,9,3,3,4,1,30,2,9,6,9,4,1,1,0,0,2,26,2,2,1
4438,8950,1632,1165,599404,4,223428,11251,275517,14385,381866,7,250,94677,124,14586,6716,0,0.401234741,1.817603557,0.000998535,2,3,1,3,6,30,3,9,6,9,1,1,1,0,9,2,91,3,10,0.3
233,0,1493,6214,476507,10197,307085,22920,226585,127,381867,43,0,145475,0,18441,41213,0,0.371369629,1.628792223,0.00713501,8,3,2,3,3,30,3,2,3,5,1,8,2,0,0,2,8,4,5,0.8
89,15400,2120,1477,439246,178,288355,5238,352283,341,381874,0,6354,96158,8830,21023,19434,0,0.448093872,1.402043606,0.001402588,1,3,2,5,6,20,3,3,6,0,1,1,1,0,0,2,60,1,3,0.333333333
778,134,5009,1566,527784,328,529162,14375,10707,87,381876,32,238,139029,50,9663,17582,0,0.239613647,1.746150583,0.003257446,1,3,6,6,6,30,3,4,5,0,1,1,1,0,0,2,274,1,2,0.5
1823,16,1145,3,444538,90,234437,8508,420225,36094,381906,0,0,22627,3904,78525,4559,0,0.489581909,1.223246034,0.000753784,2,3,5,4,6,30,3,4,6,0,4,1,1,0,0,2,98,2,4,0.5
0,1209,420,0,540723,68,405836,10083,146849,9865,381913,0,541,118546,1523,11122,9702,0,0.322730713,1.726228225,0.000297852,9,3,6,4,6,30,99,9,6,0,7,1,1,0,0,2,72,1,3,0.333333333
1026,0,1029,147,377893,185,420701,5960,104533,1216,381968,718,789,14481,2803,309721,14299,931,0.296936646,1.02724312,0.000740967,9,3,6,3,6,20,3,2,4,5,1,1,1,0,0,2,80,2,5,0.4
499,353,590,125,610978,2,306914,3021,188453,16936,382012,28257,0,57620,7598,28788,6254,0,0.348184204,1.750201564,0.000361328,1,3,4,4,6,20,3,4,6,0,1,1,1,0,0,2,69,1,2,0.5
0,6978,4379,1434,476772,17,13602,7833,635456,84916,382013,57,0,2295,11883,8818,1947,0,0.621013794,1.254059417,0.002683105,1,2,1,3,6,30,8,4,6,0,1,1,1,0,0,2,94,8,14,0.571428571
522,4081,2963,7,578536,122,377855,5136,134565,8986,382062,61,413,122204,10705,8649,1533,0,0.315324097,1.834100225,0.001882935,0,3,3,4,1,30,0,-1,-1,0,4,1,1,0,0,2,149,1,3,0.333333333
656,143,339,638,511790,171,473476,13468,84116,15161,382084,70485,637,35890,9210,19101,21035,0,0.284545898,1.433402079,0.000311279,8,3,5,3,6,30,3,4,5,0,1,1,1,0,0,2,70,1,3,0.333333333
1401,0,638,508,556276,0,281001,5577,305894,14423,382095,539,192,60459,2813,21478,5106,0,0.419915161,1.614088119,0.000389404,9,3,3,5,6,30,6,9,6,1,1,1,1,0,0,2,65,2,3,0.666666667
0,0,15847,5322,593251,0,225185,9357,269090,1364,382118,273,223,66088,52097,11795,6390,0,0.39746582,1.725485321,0.009672241,8,3,2,3,3,30,3,4,6,0,1,1,1,0,0,2,58,2,12,0.166666667
168,0,1687,2180,550204,0,514437,7878,31261,7692,382122,61,0,88351,0,25587,26772,0,0.25230896,1.671076253,0.001029663,9,3,3,3,6,30,3,4,6,9,7,1,1,0,0,2,44,3,4,0.75
0,3281,525,51,412922,0,402072,1189,222815,16885,382142,46,0,58542,5021,131933,976,0,0.36923645,1.233740337,0.000320435,9,2,4,5,6,20,99,9,6,1,1,1,5,0,0,2,157,1,1,1
2811,0,1344,409,604197,16,393318,4013,139973,8052,382170,1387,164,53457,635,44163,2258,0,0.318690796,1.72084151,0.000830078,8,3,7,3,6,30,3,4,6,0,1,1,1,0,0,2,102,1,4,0.25
0,0,3063,849,541555,860,153613,12383,364266,32727,382190,167,35,119083,1561,21378,4670,0,0.455600586,1.728559094,0.002394409,1,3,2,3,6,20,9,4,6,0,1,1,1,0,0,2,26,1,1,1
402,51,7016,872,500655,53,218280,6662,333540,3612,382245,0,0,134160,276,31198,14987,4391,0.436880493,1.660754228,0.004314575,1,3,2,3,6,20,3,4,6,0,1,1,1,0,0,2,45,2,3,0.666666667
385,3100,9799,2222,537757,1127,225877,8988,280985,747,382291,13890,402,110635,26,27735,32434,0,0.404831543,1.696069225,0.006668701,1,3,7,3,3,30,3,4,6,5,1,1,1,0,0,2,114,1,1,1
0,222,208,0,486637,424,554651,7694,53193,8443,382410,0,0,117170,10419,12997,3932,0,0.265870972,1.57895191,0.000385742,9,3,1,4,6,30,3,4,6,9,1,1,2,0,0,2,40,1,1,1
1039,36,10888,1796,652914,55,356904,14175,133488,4980,382436,5719,0,22548,0,37061,13474,887,0.31489502,1.766209248,0.006679077,8,3,2,3,6,20,3,4,6,5,1,1,1,0,0,2,32,3,4,0.75
369,1289,1137,539,545301,2790,456745,5229,85228,50164,382499,0,355,51573,14217,37786,3179,0,0.285477905,1.560458982,0.002396851,1,3,2,3,6,30,9,2,4,4,1,1,1,0,0,2,23,1,1,1
292,260,602,1707,538385,179,244958,2818,324704,36047,382518,549,341,88199,11605,1440,3796,0,0.431654053,1.63805102,0.000476685,0,3,6,3,3,30,0,-1,-1,9,1,8,1,0,0,2,205,2,7,0.285714286
0,0,1036,0,565078,0,229224,2818,320538,3137,382552,82,0,72344,24875,35780,936,0,0.42913208,1.666236224,0.000632324,1,3,3,5,6,20,3,4,6,0,1,1,1,0,0,2,174,1,1,1
0,304,7215,2,461550,0,455448,10473,99279,36488,382562,20,0,48840,38991,91825,5403,0,0.294092407,1.334136689,0.004403687,8,2,7,3,6,30,3,4,5,0,1,1,1,0,0,2,186,1,1,1
0,1067,3099,106,470136,5,71716,7512,416774,150403,382598,0,0,116874,582,15715,1813,0,0.487897949,1.534273572,0.001894531,9,3,3,6,6,20,99,9,4,9,1,1,1,0,0,2,15,1,1,1
3625,21845,12,1017,595807,227,191423,1178,287722,28549,382600,679,3282,26281,19100,44148,8918,21987,0.40913208,1.625948772,0.000145874,3,3,4,3,1,20,1,2,3,1,4,1,1,0,0,2,72,3,8,0.375
1129,1398,2273,0,513524,12,403213,5860,154889,24307,382625,0,0,60350,3335,75425,10060,0,0.32807251,1.499834041,0.001394653,8,3,7,5,6,30,3,4,6,9,1,1,1,0,0,2,59,1,1,1
33,0,1315,2342,627454,67,436843,6348,85815,3739,382689,0,0,52906,0,32619,6230,0,0.285952148,1.777840492,0.000843506,1,3,4,5,3,20,3,4,6,1,1,1,1,0,0,2,52,1,1,1
20741,1476,2997,7700,540527,101,282683,7820,251533,315,382690,417,20640,85295,3,8029,24256,1177,0.387098999,1.63532363,0.001890869,9,3,6,3,6,30,3,4,6,9,1,1,1,0,0,2,50,1,11,0.090909091
0,806,1329,0,472595,98,211262,4459,352459,24752,382708,2543,2,170420,2113,9793,3061,0,0.448710327,1.680171306,0.000870972,8,3,3,3,7,20,3,4,4,0,1,1,1,0,0,2,35,3,5,0.6
0,282,2251,74,640828,160,302049,4114,200203,32628,382737,1068,38,56723,0,12579,2550,116,0.35579834,1.822533489,0.001471558,0,2,7,3,6,20,0,-1,0,9,1,1,1,0,0,2,38,2,5,0.4
0,1503,2869,3399,534740,17,278310,4111,316051,21283,382738,0,0,84769,0,7907,703,0,0.426506958,1.618624229,0.001761475,8,3,2,6,2,20,3,4,6,0,1,1,1,0,0,2,38,1,1,1
1979,0,3770,14273,538757,0,452829,4975,113084,4586,382744,0,6508,74990,3383,26542,9980,0,0.302629395,1.603544406,0.002301025,9,3,4,3,6,30,3,4,6,5,1,1,1,0,0,2,21,1,1,1
4380,81,0,287,432432,3,10683,294,628520,111398,382769,183,765,46324,421,18940,920,0,0.617241821,1.250770047,1.83105E-06,0,3,3,3,6,30,0,-1,0,0,1,1,1,0,0,2,229,2,4,0.5
1454,0,875,13013,502746,210,392875,8237,112825,9876,382812,0,0,80076,27386,100705,5310,0,0.302512817,1.522475784,0.000662231,1,3,5,3,6,30,9,4,6,0,1,1,1,0,0,2,72,6,10,0.6
0,5414,2628,9,534469,3553,377985,35500,125129,11992,382918,2391,64,48817,4466,87870,3497,11698,0.31008728,1.523266078,0.003772583,8,3,5,3,3,30,7,2,5,5,1,1,1,0,0,2,137,3,7,0.428571429
0,75,1070,0,445908,12,390171,5925,200862,6727,382931,0,0,18465,1898,182755,1601,0,0.35631897,1.212680613,0.0006604,0,2,5,5,6,20,0,-1,0,5,1,2,2,0,0,2,222,1,4,0.25
4,0,403,3467,553639,0,272754,7731,265519,3243,382942,0,0,112728,26939,8220,811,0,0.395789185,1.740125136,0.000245972,9,3,5,3,6,30,99,9,6,0,1,1,1,0,0,2,199,4,15,0.266666667
39,0,1968,106,453116,128,232210,7525,276272,14979,382943,0,0,183050,59117,21697,5250,0,0.402352905,1.661255069,0.001279297,8,3,3,3,6,20,3,3,6,4,5,1,1,0,0,2,69,2,5,0.4
5361,233,3207,1982,637351,1626,325854,11828,142595,0,382945,211,10,72693,1754,36405,12064,2281,0.32076416,1.854167047,0.002949829,8,2,3,4,3,30,7,2,3,0,1,1,1,0,0,2,123,3,4,0.75
7532,0,450,713,612847,0,291229,2117,232638,14102,382981,0,6864,61244,0,17958,7725,0,0.375744019,1.760116037,0.000274658,9,3,3,4,6,30,99,9,6,1,1,2,2,0,0,2,60,1,3,0.333333333
1,28,1085,47,557069,43,369107,4797,160845,16600,383045,211,171,72228,5677,55273,11358,815,0.331964111,1.642880079,0.000688477,5,3,4,3,6,30,3,4,6,4,1,1,1,0,0,2,39,1,1,1
11,411,3891,291,427065,1981,371238,23137,137316,355,383074,2066,31,277092,43,1128,7248,2022,0.31762085,1.83817487,0.003583984,2,3,6,3,6,30,3,4,6,5,1,1,1,0,0,2,42,1,5,0.2
156,27,218,255,271701,0,498816,1925,253181,82951,383121,0,0,18541,7913,118834,761,0,0.38836792,0.757572673,0.000133057,0,3,3,6,6,20,0,-1,-1,0,1,1,1,0,0,2,166,1,1,1
0,0,294,0,455023,0,146860,3590,424256,53008,383203,0,0,145411,22450,2399,1906,0,0.492833862,1.566882305,0.000179443,9,3,5,6,9,20,99,9,6,9,1,9,1,9,9,2,318,14,33,0.424242424
553,252,1968,3209,479603,959,483653,18318,157091,688,383208,219,82,60859,293,26761,12572,8112,0.329772339,1.410361997,0.001786499,9,3,2,3,6,30,6,2,3,1,1,1,1,0,0,2,103,4,9,0.444444444
0,30,5911,0,491164,236,26,11577,505523,39496,383251,231,0,171834,0,13247,2742,13132,0.5424646,1.729931559,0.003751831,1,3,4,3,2,30,3,4,3,8,1,1,1,0,0,2,136,4,10,0.4
